,EventTemplate,Occurrences
0,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",200
1,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>=<*>",199
2,setLightsOn(<*>),179
3,HBM brightnessIn =<*>,85
4,HBM brightnessOut =<*>,85
5,"Animating brightness: target=<*>, rate=<*>",85
6,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",69
7,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>",65
8,updateDimmedActivatedHideSensitive overlap:<*>,65
9,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,62
10,shouldBlockLocation running ...,37
11,shouldBlockLocation ret:<*>,37
12,"Releasing suspend blocker ""<*>"".",33
13,"Acquiring suspend blocker ""<*>"".",33
14,getTasks: caller <*> does not hold <*>; limiting output,32
15,"release:lock=<*>, flg=<*>, tag=""<*>"", name=""<*>"", ws=<*>, uid=<*>, pid=<*>",26
16,<*>,26
17,"cancelNotification,index:<*>",23
18,cancelPeek: <*>,20
19,"Skipping, withExcluded: <*>, tr.intent:Intent { flg=<*> cmp=<*> (has extras) }",20
20,Destroying surface Surface(name=<*>) called by <*> <*> <*> <*> <*> <*> <*>,20
21,"notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>",19
22,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",19
23,getRunningAppProcesses: caller <*> does not hold <*>; limiting output,19
24,querySoundEffectsEnabled...,17
25,cancelAutohide,15
26,interceptKeyTq keycode=<*> interactive=<*> keyguardActive=<*> policyFlags=<*> down <*> canceled <*>,14
27,"interceptKeyBeforeQueueing: key <*> , result : <*>",14
28,"getRecentTasks: num=<*>,flags=<*>,totalTasks=<*>",14
29,"overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>",13
30,"state.clipTopAmount:<*>, i:<*>",13
31,"updateNotificationShade: total=<*>, active=<*>",13
32,removeNotificationChildren,12
33,"Skipping, withExcluded: <*>, tr.intent:Intent { flg=<*> cmp=<*> bnds=[<*>,<*>][<*>,<*>] }",12
34,"cancelNotificationWithTag pid <*>,uid =<*>,tag =<*>,pkg =<*>,id =<*>",12
35,closeQs,12
36,resumeSuspendedAutohide,10
37,playSoundEffect effectType: <*>,10
38,"Skipping, withExcluded: <*>, tr.intent:Intent { act=<*> flg=<*> cmp=<*> (has extras) }",10
39,getLastAudibleStreamVolume treamType: <*>,9
40,"animateCollapsePanels:flags=<*>, force=<*>, delayed=<*>, mExpandedVisible=<*>",8
41,getRecentTasks: topActivity=ComponentInfo{com.tencent.mobileqq/com.tencent.mobileqq.activity.SplashActivity},8
42,"Skipping, withExcluded: <*>, tr.intent:Intent { act=android.intent.action.VIEW dat=<*> typ=<*> flg=<*> cmp=<*> (has extras) }",7
43,instantCollapse,7
44,isMusicActive...,7
45,"acquire lock=<*>, flags=<*>, tag=<*>, name=<*>, ws=<*>, uid=<*>, pid=<*>",6
46,"updateLightsLocked,mInCall =<*>,mScreenOn = <*>,ledNotification == <*>",6
47,"updateLightsLocked,turn off notificationLight",6
48,logNotificationVisibilityChanges runInThread start,6
49,onNotificationVisibilityChanged called,6
50,The change in focus caused us to need to do a layout begin,6
51,The change in focus caused us to need to do a layout end,6
52,"cancelNotificationWithTag pid <*>,uid = <*>,tag = <*>,pkg =<*>,id =<*>",6
53,"cleanUpApplicationRecordLocked, pid: <*>, restart: <*>",6
54,"cleanUpApplicationRecordLocked, reset pid: <*>, euid: <*>",6
55,stopWifiDisplayScanLocked record.mWifiDisplayScanRequested=<*>,6
56,stopWifiDisplayScanLocked mWifiDisplayScanRequestCount=<*>,6
57,getNeighboringCellInfo calling app is <*>,5
58,logNotificationVisibilityChanges <*> <*> <*>,5
59,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,5
60,cleanUpApplicationRecord -- <*> <*>,5
61,<*>.getValue is <*>,4
62,"onInterceptTouchEvent MotionEvent { action=<*>, actionButton=<*>, id[<*>]=<*>, x[<*>]=<*>, y[<*>]=<*>, toolType[<*>]=<*>, buttonState=<*>, metaState=<*>, flags=<*>, edgeFlags=<*>, pointerCount=<*>, historySize=<*>, eventTime=<*>, downTime=<*>, deviceId=<*>, source=<*> }, mBlockTouches=<*>",4
63,"Taking screenshot from Surface with crop:[<*>], width:[<*>], height:[<*>], minLayer:[<*>], maxLayer:[<*>], inRotation:[<*>], rot:[<*>]",4
64,makeExpandedInvisible: mExpandedVisible=<*>,4
65,"ActivityManagerService,attachApplication,callingPid = <*>",4
66,received broadcast <*>,4
67,"I'm sorry, but the log message provided is not delimited by backticks and does not contain any variables to abstract. Can you please provide a log message that includes variables to abstract?",4
68,"Skipping, withExcluded: <*>, tr.intent:Intent { act=<*> dat=<*> flg=<*> cmp=<*> (has extras) }",4
69,getRecentTasks: topActivity=ComponentInfo{com.example.android.notepad/com.example.android.notepad.NoteEditor},4
70,visible is <*>,3
71,"rotationForOrientationLw(orient=<*>, last=<*>); user=<*> USER_ROTATION_LOCKED",3
72,"Application requested orientation <*>, got rotation <*> which has compatible metrics",3
73,disable: < expand {ICONS*} alerts {SYSTEM_INFO*} back home recent clock navigationbar search quick_settings >,3
74,android.util.AndroidRuntimeException: <*>,3
75,Received <*> alarm; rescheduling,3
76,scheduleTimeTickEvent triggerAtTime = <*>,3
77,handleTimeUpdate,3
78,getRingerMode...,3
79,mHeadsUpExistenceChangedRunnable,3
80,"Skipping, withExcluded: <*>, tr.intent:Intent { act=android.intent.action.MAIN flg=<*> cmp=<*> (has extras) }",3
81,getAllCellInfo is blocked by permission manager . callingPackage = <*>,3
82,visible is <*> <*> <*>,2
83,<*> <*>,2
