,EventTemplate,Occurrences
0,instruction cache parity error corrected,42
1,{number} double-hummer alignment exceptions,92
2,{count} double-hummer alignment exceptions,4
3,"CE sym {sym}, at {address}, mask {mask}",78
4,ciod: failed to read message prefix on control stream (CioStream socket to {ip_address}:{port},2
5,ciod: failed to read message prefix on control stream (CioStream socket to {ip}:{port},1
6,generating core.{core_number},55
7,generating core.{core_id},428
8,generating core.1414,1
9,generating core.201,1
10,generating core.{pid},111
11,force load/store alignment...............{value},2
12,generating core.4876,1
13,generating core.{process_id},57
14,generating core.6896,1
15,generating core.1172,1
16,generating core.1524,1
17,generating core.1588,1
18,"CE sym {symbol}, at {memory_address}, mask {mask}",7
19,generating core.174,1
20,ciod: cpu {cpu_number} at treeaddr {tree_address} sent unrecognized message {message},1
21,generating core.1990,1
22,generating core.122,1
23,ciod: LOGIN chdir({directory}) failed: {error_message},10
24,"{count} ddr errors(s) detected and corrected on rank {rank}, symbol {symbol}, bit {bit}",18
25,generating core.1818,1
26,generating core.1887,1
27,data TLB error interrupt,60
28,ciod: Message code {code} is not {value1} or {value2},1
29,data storage interrupt,27
30,{data storage interrupt},3
31,instruction address: {address},21
32,generating core.1521,1
33,data address: {address},8
34,machine check: i-fetch......................0,5
35,program interrupt: illegal instruction......0,5
36,exception syndrome register: {exception_syndrome_register},6
37,data store interrupt caused by {interrupt_cause},2
38,data store interrupt caused by {cause},7
39,program interrupt: privileged instruction...0,5
40,program interrupt: trap instruction.........0,1
41,program interrupt: {description}......{code},3
42,store operation.............................1,2
43,machine state register: {value},4
44,"problem state (0=sup,1=usr).......0",3
45,floating point instr. enabled.....1,4
46,auxiliary processor.........................{value},5
47,machine check enable..............0,2
48,floating pt ex mode {mode} enable......{enable},3
49,program interrupt: {description}..{code},2
50,debug interrupt enable............0,1
51,byte ordering exception.....................0,1
52,byte ordering exception.....................{placeholder},1
53,data address space................0,2
54,program interrupt: imprecise exception......0,2
55,core configuration register: {value},7
56,program interrupt: fp cr update.............0,1
57,guaranteed instruction cache block touch.{variable},1
58,guaranteed instruction cache block touch.0,1
59,program interrupt: fp cr field .............0,4
60,guaranteed data cache block touch........1,1
61,icache prefetch depth....................{value},1
62,icache prefetch threshold................{value},2
63,wait state enable.................{value},1
64,critical input interrupt enable...0,1
65,special purpose registers:,1
66,lr:{lr} cr:{cr} xer:{xer} ctr:{ctr},1
67,{rts internal error},1
68,floating pt ex mode {mode} enable......{value},2
69,debug wait enable.................{0},2
70,instruction address space.........0,1
71,data address space................{placeholder},3
72,disable store gathering..................{placeholder},3
73,generating core.42,1
74,total of {count} ddr error(s) detected and corrected,13
75,generating core.145,1
76,generating core.15,1
77,generating core.93,1
78,ciod: Error loading /home/{username}/{filename}: {error_message},1
79,ciod: Error creating node map from file /p/gb2/cabot/miranda/newmaps/8k_128x64x1_8x4x4.map: No child processes,1
80,ciod: Error loading {file_path}: {error_message},1
81,generating core.16830,1
82,"ciod: Error loading /home/glosli/src/ddcMD/ddcMD/1.1.13/ddcMDbglV: invalid or missing program image, No such file or directory",1
83,"CE sym {symbol}, at {address}, mask {mask}",7
84,program interrupt,3
85,program interrupt: illegal instruction......1,3
86,data store interrupt caused by {operation},1
87,generating core.14700,1
88,{Node} card is not fully functional,6
89,generating core.4230,1
90,generating core.1177,1
91,generating core.1605,1
92,generating core.1123,1
93,ciod: Error creating node map from file /p/gb2/welcome3/32k_128x256x1_8x4x4.map: Bad file descriptor,1
94,generating core.2210,1
95,Ido chip status changed: {chip_id} ip={ip_address} v={version} t={type} status={status} {timestamp},5
96,Can not get assembly information for node card,6
97,generating core.1114,1
98,generating core.1351,1
99,generating core.20088,1
100,generating core.3006,1
101,generating core.14627,1
102,generating core.404,1
103,ciod: Missing or invalid fields on line {line_number} of node map file {file_path},2
104,{count} torus receiver {direction} input pipe error(s) (dcr {error_code}) detected and corrected,4
105,generating core.1129,1
106,generating core.1213,1
107,generating core.303,1
108,generating core.1998,1
109,generating core.815,1
110,generating core.149,1
111,generating core.1807,1
112,ciod: duplicate canonical-rank {rank1} to logical-rank {rank2} mapping at line {line} of node map file {file},1
113,ciod: Error creating node map from file /p/gb2/pakin1/sweep3d-5x5x400-10mk-3mmi-1024pes-xyzt/xyzt.map: Block device required,1
114,generating core.10299,1
115,generating core.12012,1
116,generating core.2315,1
117,generating core.14589,1
118,generating core.133,1
119,generating core.15459,1
120,generating core.8147,1
121,generating core.11921,1
122,generating core.13067,1
123,generating core.2790,1
124,{timestamp} double-hummer alignment exceptions,12
125,generating core.10860,1
126,generating core.12536,1
127,generating core.12643,1
128,generating core.3792,1
