,EventTemplate,Occurrences
0,"
{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}
",5
1,"{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",923
2,[instance: {instance_id}] VM Started (Lifecycle Event),7
3,[instance: {instance_id}] VM Paused (Lifecycle Event),2
4,[instance: {instance_id}] During sync_power_state the instance has a pending task ({task}). Skip.,36
5,image {image_id} at ({file_path}): {action},82
6,"image {image_id} at ({file_path}): in use: on this node {local_count} local, {other_nodes_count} on other nodes sharing this instance storage",80
7,Active base files: {base_file_path},2
8,Creating event {event_type}:{event_id} for instance {instance_id},15
9,"{ip_address} ""POST {endpoint}"" status: {status} len: {len} time: {time}",64
10,[instance: {instance_id}] VM Resumed (Lifecycle Event),24
11,[instance: {instance_id}] Instance spawned successfully.,22
12,[instance: {instance_id}] Took {time} seconds to spawn the instance on the hypervisor.,22
13,[instance: {instance_id}] Took {time} seconds to build instance.,22
14,Active base files: {file_path},79
15,Auditing locally available compute resources for node {node_name},1
16,"Total usable vcpus: {total_usable_vcpus}, total allocated vcpus: {total_allocated_vcpus}",5
17,Final resource view: name={name} phys_ram={phys_ram} used_ram={used_ram} phys_disk={phys_disk} used_disk={used_disk} total_vcpus={total_vcpus} used_vcpus={used_vcpus} pci_stats={pci_stats},15
18,Compute_service record updated for {server_name}:{server_name},6
19,"{ip_address} ""DELETE {endpoint}"" status: {status} len: {len} time: {time}",21
20,[instance: {instance_id}] Terminating instance,8
21,[instance: {instance_id}] Instance destroyed successfully.,15
22,[instance: {instance_id}] Deleting instance files {file_path},21
23,[instance: {instance_id}] Deletion of {path} complete,21
24,[instance: {instance_id}] Took {time} seconds to destroy the instance on the hypervisor.,21
25,[instance: {instance_id}] Took {time} seconds to deallocate network for instance.,21
26,Unknown base file: {file_path},30
27,{message}: {file_path},11
28,Removing base or swap file: {file_path},21
29,{error_type} thrown: {error_description},21
30,"[instance: {instance_id}] Attempting claim: memory {memory} MB, disk {disk} GB, vcpus {vcpus} CPU",19
31,"[instance: {instance_id}] Total memory: {total_memory} MB, used: {used_memory} MB",20
32,"[instance: {instance_id}] memory limit: {memory_limit} MB, free: {free_memory} MB",16
33,"[instance: {instance_id}] Total disk: {total_disk} GB, used: {used_disk} GB",18
34,[instance: {instance_id}] {message},36
35,"[instance: {instance_id}] Total vcpu: {total_vcpu} VCPU, used: {used_vcpu} VCPU",21
36,[instance: {instance_id}] {action},34
37,[instance: {instance_id}] VM Stopped (Lifecycle Event),5
38,[instance: {instance_id}] {event_description},19
39,Successfully synced instances from host '{host}'.,2
40,Running instance usage audit for host {host} from {start_time} to {end_time}. {num_instances} instances.,1
41,Removable base files: {file_path},19
42,"{instance_id} memory limit: {memory_limit} MB, free: {free_memory} MB",2
43,"{instance_id} disk limit not specified, defaulting to unlimited",8
44,"[instance: {instance_id}] vcpu limit not specified, defaulting to unlimited",2
45,[instance: {instance_id}] Claim successful,6
46,{action} locally available compute resources for node {node_name},11
47,[instance: {instance_id}] VM {action} ({event_type}),18
48,[instance: {instance_id}] VM {event} (Lifecycle Event),23
49,Creating event {event_type} for instance {instance_id},4
50,Base or swap file too young to remove: {file_path},8
51,"[instance: {instance_id}] disk limit not specified, defaulting to {limit}",7
52,{action} locally available compute resources for node {node},3
53,Compute_service record updated for {service_name},2
54,[instance: {instance_id}] VM {event} ({lifecycle_event}),6
55,"Total usable vcpus: {usable_vcpus}, total allocated vcpus: {allocated_vcpus}",10
56,Compute_service record updated for {service_name}:{service_name},3
57,"
{ip_address} ""DELETE {endpoint}"" status: {status} len: {len} time: {time}
",1
58,"{instance_id} Attempting claim: memory {memory} MB, disk {disk} GB, vcpus {vcpus} CPU",2
59,"{instance_id} vcpu limit not specified, defaulting to unlimited",9
60,Creating event {event_type}: {event_id} for instance {instance_id},3
61,"image {image_id} at ({file_path}): in use: on this node {local_count} local, {other_count} on other nodes sharing this instance storage",2
62,"[instance: {instance_id}] vcpu limit not specified, defaulting to {limit}",1
63,The instance sync for host '{host}' did not match. Re-created its InstanceList.,4
64, [instance: {instance_id}] During sync_power_state the instance has a pending task ({task}). Skip.,1
65,"{instance_id} memory limit: {memory_limit} MB, free: {memory_free} MB",1
66,Compute_service record updated for {server_name},1
67,[instance: {instance_id}] VM {action} (Lifecycle Event),2
68,{instance_id} VM {event} (Lifecycle Event),2
69,"{ip_addresses} ""GET {endpoint}"" status: {status} len: {len} time: {time}",3
70,Compute_service record updated for {compute_service},3
71,The instance sync for host '{hostname}' did not match. Re-created its InstanceList.,1
72,"{instance} memory limit: {memory_limit} MB, free: {free_memory} MB",1
73,"{instance_id} Total disk: {total_disk} GB, used: {used_disk} GB",3
74,"[instance: {instance_id}] disk limit not specified, defaulting to unlimited",3
75,"While synchronizing instance power states, found {num_db_instances} instances in the database and {num_hypervisor_instances} instances on the hypervisor.",1
76,[instance: {instance_id}] VM Resumed ({event_type}),1
77,[instance: {instance_id}] During sync_power_state the instance has a pending task ({task}). {action}.,1
78,"{instance: {instance_id}] memory limit: {memory_limit} MB, free: {free_memory} MB",1
79,{error_message}: {file_path},1
80,[instance: {instance_id}] During {action} the instance has a pending task ({task}). {outcome}.,2
81,{instance_id} During sync_power_state the instance has a pending task ({task}). Skip.,1
82,Active base files: {base_files},1
83,"{instance_id} Total memory: {total_memory} MB, used: {used_memory} MB",1
84,{instance_id} Terminating instance,1
