,EventTemplate,Occurrences
0,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},117
1,check pass; user unknown,117
2,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost}  user={user},294
3,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser={ruser} rhost={rhost} user=root,1
4,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost}  user=root,7
5,session opened for user {username} by (uid={uid}),113
6,session closed for user {username},99
7,ALERT exited abnormally with [{code}],7
8,ALERT exited abnormally with [{status_code}],2
9,session closed for user {user},24
10,ALERT exited abnormally with [{error_code}],34
11,connection from {ip} ({hostname}) at {timestamp},271
12,connection from {ip} ({hostname}) at {time},3
13,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser={ruser} rhost={rhost} user={user},39
14,User unknown timed out after {timeout} seconds at {timestamp},1
15,cupsd shutdown succeeded,6
16,cupsd startup succeeded,6
17,restart.,7
18,connection from {ip} () at {timestamp},535
19,Received SNMP packet(s) from {source_ip},1
20,connection from {ip_address} () at {timestamp},1
21,session opened for user {user} by (uid={uid}),4
22,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},30
23,connection from {ip} () at {time},2
24,connection from {ip} () at {date},79
25,Authentication failed from {ip} ({ip}): {error_message},4
26,Kerberos authentication failed,23
27,Authentication failed from {rhost} ({rhost}): Permission denied in replay cache code,2
28,Authentication failed from {rhost} ({rhost}): {message},14
29,Authentication failed from {ip_address} ({ip_address}): Permission denied in replay cache code,1
30,Authentication failed from {ip} ({ip}): {reason},2
31,session opened for user test by (uid={uid}),5
32,connection from {ip} ({rhost}) at {time},3
33,connection from {ip} ({rhost}) at {timestamp},13
34,*** info [mice.c({line_number})]:,1
35,imps2: Auto-detected intellimouse PS/2,1
36,session opened for user {user} by {login}(uid={uid}),1
37,ROOT LOGIN ON {tty},1
38,removing device node '{device}',4
39,creating device node '{device}',4
40,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost}  user={username},1
41,connection from {ip} ({hostname}) at {date},2
42,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost},1
43,Couldn't authenticate user,1
44,"ANONYMOUS FTP LOGIN FROM {ip},  ({username})",1
45,"ANONYMOUS FTP LOGIN FROM {ip},  ({user})",1
46,notify question section contains no SOA,16
47,getpeername (ftpd): Transport endpoint is not connected,4
48,warning: can't get client address: {error},1
49,warning: can't get client address: {error_message},1
50,syslogd startup succeeded,1
51,"klogd 1.4.1, log source = /proc/kmsg started.",1
52,Linux version {version} ({compiler}) (gcc version {gcc_version} {build_info}) #{revision} {timestamp},1
53,BIOS-provided physical RAM map:,1
54,BIOS-e820: {start_address} - {end_address} (usable),2
55,BIOS-e820: {start_address} - {end_address} (reserved),3
56,{size} HIGHMEM available.,1
57,{size} LOWMEM available.,1
58,zapping low mappings.,1
59,klogd startup succeeded,1
60,On node {node} totalpages: {totalpages},1
61,"DMA zone: {pages} pages, LIFO batch:{batch}",1
62,"Normal zone: {pages} pages, LIFO batch:{batch}",1
63,irqbalance startup succeeded,1
64,"HighMem zone: {pages} pages, LIFO batch:{batch}",1
65,DMI {version} present.,1
66,ACPI disabled because your bios is from {year} and too old,1
67,You can enable it with acpi={acpi},1
68,Built 1 zonelists,1
69,Kernel command line: ro root={root} rhgb quiet,1
70,mapped {size} trampoline to {address},1
71,Initializing CPU#0,1
72,"CPU 0 irqstacks, hard={hard} soft={soft}",1
73,portmap startup succeeded,1
74,PID hash table entries: {entries} (order {order}: {bytes} bytes),1
75,Detected {frequency} MHz processor.,1
76,Version {version} Starting,1
77,Using tsc for high-res timesource,1
78,rpc.statd startup succeeded,1
79,Console: colour {color} {resolution},1
80,"Memory: {available} available ({kernel_code} kernel code, {reserved} reserved, {data} data, {init} init, {highmem} highmem)",1
81,Calibrating delay loop... {bogomips} BogoMIPS,1
82,Security Scaffold v1.0.0 initialized,1
83,SELinux:  Initializing.,1
84,SELinux:  Starting in permissive mode,1
85,"There is already a security framework initialized, register_security failed.",1
86,Failure registering capabilities with the kernel,1
87,selinux_register_security:  Registering secondary module capability,1
88,Capability LSM initialized,1
89,rpc.idmapd startup succeeded,1
90,"Dentry cache hash table entries: {entries} (order: {order}, {bytes} bytes)",1
91,"Inode-cache hash table entries: {entries} (order: {order}, {bytes} bytes)",1
92,"Mount-cache hash table entries: {entries} (order: {order}, {bytes} bytes)",1
93,"CPU: L1 I cache: {L1_I_cache}, L1 D cache: {L1_D_cache}",1
94,CPU: L2 cache: {cache},1
95,Intel machine check architecture supported.,1
96,Intel machine check reporting enabled on CPU#0.,1
97,CPU: {brand} {model} stepping {stepping},1
98,Enabling fast FPU save and restore... done.,1
99,Enabling unmasked SIMD FPU exception support... done.,1
100,Checking '{instruction}' instruction... {result}.,1
101,Initializing random number generator:  {status},1
102,POSIX conformance testing by UNIFIX,1
103,NET: Registered protocol family {protocol_family},1
104,"PCI: PCI BIOS revision {revision} entry at {entry}, last bus={last_bus}",1
105,PCI: Using configuration type 1,1
106,mtrr: v{version} ({date}),1
107,ACPI: Subsystem revision {revision},1
108,ACPI: Interpreter disabled.,1
109,Linux Plug and Play Support v0.97 (c) Adam Belay,1
110,Starting pcmcia:  {status},1
111,usbcore: registered new driver usbfs,1
112,usbcore: registered new driver hub,1
113,ACPI: ACPI tables contain no PCI IRQ routing entries,1
114,PCI: Invalid ACPI-PCI IRQ routing table,1
115,PCI: Probing PCI hardware,1
116,PCI: Probing PCI hardware (bus {bus}),1
117,Transparent bridge - {bridge_id},1
118,PCI: Using IRQ router {router} at {location},1
119,apm: BIOS version {version} Flags {flags} (Driver version {driver_version}),1
120,audit: initializing netlink socket (disabled),1
121,kernel.core_uses_pid = {core_uses_pid},1
122,HCI daemon ver {version} started,1
123,{process} startup succeeded,1
124,audit({timestamp}): initialized,1
125,Setting network parameters:  {status},1
126,sdpd startup succeeded,1
127,sdpd v1.5 started,1
128,"Total HugeTLB memory allocated, {memory_allocated}",1
129,Bringing up loopback interface:  {status},1
130,VFS: Disk quotas {dquot_version},1
131,"Dquot-cache hash table entries: {entries} (order {order}, {bytes} bytes)",1
132,SELinux:  Registering netfilter hooks,1
133,Initializing Cryptographic API,1
134,pci_hotplug: PCI Hot Plug PCI Core version: {version},1
135,isapnp: Scanning for PnP cards...,1
