,EventTemplate,Occurrences
0,{host} open through proxy {proxy_server} {protocol},932
1,"{host} close, {sent_size} sent, {received_size} received, lifetime {lifetime}",725
2,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",32
3,"{host} close, {sent_size} bytes sent, {received_size} bytes received, lifetime {lifetime}",90
4,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} bytes sent, {received_size} bytes received, lifetime {lifetime}",7
5,proxy.cse.cuhk.edu.hk:5070 open through proxy {proxy_server} HTTPS,6
6,{ip_address} open through proxy {host} SOCKS5,2
7,"get.sogou.com:80 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",2
8,{host} error : A connection request was canceled before the completion.,31
9,{host} error : Could not connect through proxy {proxy_server} - Proxy closed the connection unexpectedly.,2
10," {host} close, {sent_size} sent, {received_size} received, lifetime {lifetime}",5
11,"183.62.156.108:22 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
12,{ip_address} open through proxy {host} {protocol},1
13,{ip_address} open through proxy {proxy_server} HTTPS,5
14,"{host} error : Could not connect through proxy {proxy_server} - Proxy server cannot establish a connection with the target, status code {code}",14
15,"{ip_address} close, {sent_size} sent, {received_size} received, lifetime {lifetime}",6
16,{host} open through proxy {proxy_server} HTTPS,4
17,{ip_address} error : Could not connect through proxy {proxy_server} - Proxy closed the connection unexpectedly.,1
18,"{ip_address}:135 error : Could not connect through proxy {proxy_server} - Proxy server cannot establish a connection with the target, status code {code}",2
19,ubmcmm.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,1
20,"b1.bdstatic.com:80 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
21,"i9.baidu.com:80 close, {sent_size} bytes sent, {received_size} bytes received, lifetime {lifetime}",2
22,"comment.5054399.com:80 close, {sent_size} bytes sent, {received_size} bytes received, lifetime {lifetime}",1
23,"clients6.google.com:443 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",2
24,"t12.baidu.com:80 close, {sent_size} bytes sent, {received_size} bytes received, lifetime {lifetime}",5
25,"ss.bdimg.com:80 close, {sent_size} bytes sent, {received_size} bytes received, lifetime {lifetime}",1
26,"pos.baidu.com:80 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
27,"i9.baidu.com:80 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
28,"f10.baidu.com:80 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
29,"suggestion.baidu.com:80 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",2
30,"cpro.baidustatic.com:443 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
31,"clientservices.googleapis.com:443 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
32,"info.pinyin.sogou.com:80 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
33,"{ip_address} error : Could not connect through proxy {proxy_server} - Proxy server cannot establish a connection with the target, status code {code}",1
34,"block-edge.dropbox.com:443 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
35,"capi.grammarly.com:443 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
36,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,3
37,"cbjs.baidu.com:80 close, {sent_size} bytes sent, {received_size} bytes received, lifetime {lifetime}",1
38,"c.cnzz.com:80 close, {sent_size} bytes sent, {received_size} bytes received, lifetime {lifetime}",1
39,"www.evernote.com:443 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",3
40,"block.dropbox.com:443 close, {sent_size} bytes sent, {received_size} bytes received, lifetime {lifetime}",1
41,"www.baidu.com:80 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
42,"t12.baidu.com:80 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
43,"i7.baidu.com:80 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
44,"long.open.weixin.qq.com:443 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",2
45,"ping.pinyin.sogou.com:80 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
46,"play.google.com:443 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",4
47,"www.gmail.com:443 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
48,"apis.google.com:443 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
49,"clients1.google.com:443 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
50,"user-images.githubusercontent.com:443 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",2
51,"contentrecommend-out.uve.weibo.com:443 close, {sent_size} bytes sent, {received_size} bytes received, lifetime {lifetime}",1
52,"m.simba.taobao.com:443 close, {sent_size} bytes sent, {received_size} bytes received, lifetime {lifetime}",1
53,"assets-cdn.github.com:443 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
54,"qbwup.imtt.qq.com:80 close, {sent_size} bytes sent, {received_size} bytes received, lifetime {lifetime}",1
55,"avatars1.githubusercontent.com:443 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
56,"clients4.google.com:443 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",4
57,"safebrowsing.googleapis.com:443 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",2
58,"avatars.githubusercontent.com:443 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
59,{ip_address} error : Could not connect to proxy {proxy_server} - {error_message},4
60,"mtalk.google.com:443 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
61,{host} error : Could not connect to proxy {proxy_server} - Could not resolve {proxy_server} error {error_code},2
62,{host} error : Could not connect to proxy {proxy_server} - {error_message},12
63,ss.bdimg.com:80 error : Could not connect to proxy {proxy_server} - {error_message},1
64,bolt.dropbox.com:443 error : Could not connect to proxy {proxy_server} - Could not resolve {proxy_server} error {error_code},1
65,"short.weixin.qq.com:80 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
66,"dj1.baidu.com:80 close, {sent_size} bytes sent, {received_size} bytes received, lifetime {lifetime}",1
67,"f12.baidu.com:80 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
68," {host} close, {sent_size} bytes sent, {received_size} bytes received, lifetime {lifetime}",1
69,"beacon.tingyun.com:80 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
70,"fonts.gstatic.com:443 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
71,"d.agkn.com:443 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
72,{ip_address} open through proxy {proxy_server} {protocol},2
73,"puui.qpic.cn:80 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
74,"eclick.baidu.com:80 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
75,"s.youtube.com:443 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
76,"p3p.sogou.com:80 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
77,"yt3.ggpht.com:443 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
78,"plus.google.com:443 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
79,"client-{host}:443 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",2
80,"avatars0.githubusercontent.com:443 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
81,"bolt.dropbox.com:443 close, {sent_size} bytes sent, {received_size} bytes received, lifetime {lifetime}",1
82,"client-cf.dropbox.com:443 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
83,{host} error : Could not connect to proxy {proxy_server} - connection attempt failed with error {error_code},26
84,"client-cf.dropbox.com:443 close, {sent_size} bytes sent, {received_size} bytes received, lifetime {lifetime}",1
85,"pv.mini.sohu.com:80 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
86,"qdun-data.qq.com:443 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
87,"f-log-extension.grammarly.io:443 close, {sent_size} sent, {received_size} received, lifetime {lifetime}",1
88,"b1.bdstatic.com:80 close, {sent_size} bytes sent, {received_size} bytes received, lifetime {lifetime}",1
