,EventTemplate,Occurrences
0,"printFreezingDisplayLogsopening app wtoken = AppWindowToken{9f4ef63 token=Token{a64f992 ActivityRecord{de9231d u0 com.tencent.qt.qtl/.activity.info.NewsDetailXmlActivity t761}}}, allDrawn= {allDrawn}, startingDisplayed =  {startingDisplayed}, startingMoved =  {startingMoved}, isRelaunching =  {isRelaunching}",1
1,"acquire lock={lock}, flags={flags}, tag=""{tag}"", name={name}, ws={ws}, uid={uid}, pid={pid}",22
2,"ready={ready},policy={policy},wakefulness={wakefulness},wksummary={wksummary},uasummary={uasummary},bootcompleted={bootcompleted},boostinprogress={boostinprogress},waitmodeenable={waitmodeenable},mode={mode},manual={manual},auto={auto},adj={adj}userId={userId}",199
3,Skipping AppWindowToken{token={token} ActivityRecord{activityRecord} -- going to hide,1
4,visible is system.time.showampm,1
5,mVisiblity.getValue is false,5
6,visible is system.charge.show,1
7,visible is system.call.count gt 0,1
8,visible is system.message.count gt 0,1
9,visible is system.ownerinfo.show,1
10,"release:lock={lock}, flg={flg}, tag=""{tag}"", name={name}"", ws={ws}, uid={uid}, pid={pid}",17
11,Skipping AppWindowToken{token={token} ActivityRecord{u0 {activity} t{taskId}}} -- going to hide,1
12,"updateClipping isOverlap:{isOverlap}, getTopPadding={getTopPadding}, Translation={Translation}",54
13,updateDimmedActivatedHideSensitive overlap:{overlap},63
14,getRunningAppProcesses: caller {caller} does not hold {permission}; limiting output,56
15,"release:lock={lock}, flg={flg}, tag=""{tag}"", name={name}"", ws=WorkSource{ws}, uid={uid}, pid={pid}",7
16,"setSystemUiVisibility vis={vis} mask={mask} oldVal={oldVal} newVal={newVal} diff={diff} fullscreenStackVis={fullscreenStackVis} dockedStackVis={dockedStackVis}, fullscreenStackBounds=Rect({fullscreenStackBounds}), dockedStackBounds=Rect({dockedStackBounds})",200
17,cancelAutohide,15
18,"notifyUiVisibilityChanged:vis={vis}, SystemUiVisibility={SystemUiVisibility}",19
19,Destroying surface Surface(name={name}) called by {caller},11
20,Destroying surface Surface(name={surfaceName}) called by {caller},10
21,"release:lock={lock}, flg={flg}, tag=""{tag}"", name={name}"", ws=WorkSource{10113}, uid={uid}, pid={pid}",1
22,"userActivityNoUpdateLocked: eventTime={eventTime}, event={event}, flags={flags}, uid={uid}",69
23,"orientation change is complete, call stopFreezingDisplayLocked",1
24,Screen frozen for +{time} due to Window{windowId},1
25,startAnimation begin,1
26,startAnimation end,1
27,remove(PendingIntent{19abed0: PendingIntentRecord{a485420 com.tencent.qt.qtl broadcastIntent}}) changed bounds; rebatching,1
28,"rotationForOrientationLw(orient={orient}, last={last}); user={user} USER_ROTATION_LOCKED",3
29,"Application requested orientation {orientation}, got rotation {rotation} which has compatible metrics",2
30,shouldBlockLocation running ...,37
31,shouldBlockLocation  ret:{ret},37
32,getNeighboringCellInfo calling app is {callingApp},3
33,"Releasing suspend blocker ""PowerManagerService.WakeLocks""",31
34,HBM brightnessIn ={brightnessIn},85
35,HBM brightnessOut ={brightnessOut},85
36,"Animating brightness: target={target}, rate={rate}",85
37,suspendAutohide,23
