,EventTemplate,Occurrences
0,{operation} cache parity error {status},11
1,{cache} parity error corrected,20
2,instruction cache parity error {action},3
3,{number} double-hummer alignment exceptions,49
4,{count} double-hummer alignment exceptions,4
5,"CE sym {sym}, at {address}, mask {mask}",92
6,ciod: failed to read message prefix on control stream (CioStream socket to {ip}:{port},3
7,generating core.{code},698
8,generating core.{pid},3
9,force load/store alignment...............{code},2
10,instruction cache parity error {status},6
11,ciod: cpu {cpu} at treeaddr {treeaddr} sent unrecognized message {message},1
12,ciod: LOGIN chdir({directory}) failed: {error},14
13,"{count} ddr errors(s) detected and corrected on rank {rank}, symbol {symbol}, bit {bit}",14
14,data TLB error interrupt,16
15,{data} TLB error interrupt,44
16,ciod: Message code {code} is not {value1} or {value2},1
17,{data storage interrupt},10
18,{data} storage interrupt,20
19,instruction address: {address},21
20,data address: {address},8
21,machine check: i-fetch......................{code},5
22,program interrupt: illegal instruction......{code},8
23,exception syndrome register: {register},6
24,data store interrupt caused by dcbf.........{code},5
25,program interrupt: privileged instruction...{code},5
26,program interrupt: trap instruction.........{code},1
27,program interrupt: imprecise exception......{code},5
28,store operation.............................{code},2
29,machine state register: {state},4
30,data store interrupt caused by icbi.........{code},5
31,"problem state (0=sup,1=usr).......{state}",3
32,floating point instr. enabled.....{code},4
33,auxiliary processor.........................{code},5
34,machine check enable..............{code},2
35,floating pt ex mode {mode} enable......{enable},3
36,program interrupt: unimplemented operation..{code},2
37,debug interrupt enable............{code},1
38,floating pt ex mode 1 enable......{value},1
39,byte ordering exception.....................{code},2
40,data address space................{address},5
41,core configuration register: {value},7
42,program interrupt: fp cr update.............{code},1
43,guaranteed instruction cache block touch.{block},2
44,program interrupt: fp cr field .............{value},4
45,guaranteed data cache block touch........{code},1
46,icache prefetch depth....................{depth},1
47,icache prefetch threshold................{threshold},2
48,wait state enable.................{code},1
49,critical input interrupt enable...{code},1
50,special purpose registers:,1
51,lr:{lr} cr:{cr} xer:{xer} ctr:{ctr},1
52,rts internal error,1
53,debug wait enable.................{code},2
54,floating pt ex mode {mode} enable......{value},1
55,instruction address space.........{address},1
56,disable store gathering..................{code},3
57,generating core.{number},5
58,total of {count} ddr error(s) detected and corrected,13
59,{component} cache parity error corrected,2
60,"ciod: Error loading {path}: invalid or missing program image, No such file or directory",1
61,ciod: Error creating node map from file {file}: No child processes,1
62,ciod: Error loading {file_path}: {error_message},17
63,{code} double-hummer alignment exceptions,49
64,"ciod: Error loading {path}: invalid or missing program image, {error}",5
65,{program} interrupt,3
66,{message},6
67,ciod: Error creating node map from file {file}: {error},1
68,Ido chip status changed: {mac} ip={ip} v={version} t={type} status={status} {date},2
69,Can not get assembly information for {item},1
70,generating core.{core},13
71,ciod: Missing or invalid fields on line {line} of node map file {file},2
72,{count} torus receiver {direction} input pipe error(s) (dcr {dcr}) detected and corrected,3
73,ciod: duplicate canonical-rank {canonical_rank} to logical-rank {logical_rank} mapping at line {line} of node map file {file_path},1
74,ciod: Error creating node map from file {file}: Block device required,1
75,generating core.{id},1
76,generating core.{process_id},1
77,{timestamp} double-hummer alignment exceptions,7
78,"ciod: Error loading {file_path}: invalid or missing program image, {error_message}",12
79,rts panic! - stopping execution,2
80,ciod: Error creating node map from file {file}: Permission denied,1
81,ciod: Z coordinate {coordinate} exceeds physical dimension {dimension} at line {line} of node map file {file},1
82,"rts: kernel terminated for reason {reason}rts: bad message header: invalid cpu, type={type}, cpu={cpu}, index={index}, total={total}",1
83,{count} floating point alignment exceptions,86
84,New ido chip inserted into the database: {chip_id} ip={ip_address} v={version} t={type},3
