,EventTemplate,Occurrences
0,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>), dockedStackBounds=Rect(<*>)",200
1,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>=<*>",199
2,setLightsOn(<*>),181
3,HBM brightnessIn =<*>,85
4,HBM brightnessOut =<*>,85
5,"Animating brightness: target=<*>, rate=<*>",85
6,getRunningAppProcesses: caller <*> does not hold <*>; limiting output,81
7,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",69
8,"updateClipping isOverlap=<*>, getTopPadding=<*>, Translation=<*>",54
9,shouldBlockLocation running ...,37
10,shouldBlockLocation ret:<*>,37
11,getTasks: caller <*> does not hold <*>; limiting output,37
12,updateDimmedActivatedHideSensitive overlap:<*>,36
13,updateDimmedActivatedHideSensitive overlap=<*>,29
14,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",26
15,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>"", ws=<*>, uid=<*>, pid=<*>",24
16,Destroying surface Surface(name=<*>) called by <*>,24
17,suspendAutohide,23
18,"cancelNotification,index:<*>",23
19,cancelPeek: <*>,20
20,"Skipping, withExcluded: <*>, tr.intent:Intent { flg=<*> cmp=<*> (has extras) }",20
21,"Acquiring suspend blocker ""<*>"".",20
22,"notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>",19
23,"Releasing suspend blocker ""<*>"".",18
24,querySoundEffectsEnabled...,17
25,cancelAutohide,15
26,interceptKeyTq keycode=<*> interactive=<*> keyguardActive=<*> policyFlags=<*> down <*> canceled <*>,14
27,"interceptKeyBeforeQueueing: key <*> , result : <*>",14
28,"Skipping, withExcluded: <*>, tr.intent:Intent { flg=<*> cmp=<*> bnds=[<*>] }",14
29,"Skipping, withExcluded: <*>, tr.intent:Intent { act=<*> flg=<*> cmp=<*> (has extras) }",14
30,"getRecentTasks: num=<*>,flags=<*>,totalTasks=<*>",14
31,"state.clipTopAmount:<*>, i:<*>",13
32,"updateNotificationShade: total=<*>, active=<*>",13
33,"Releasing suspend blocker ""PowerManagerService.WakeLocks""",12
34,removeNotificationChildren,12
35,"cancelNotificationWithTag pid <*>,uid =<*>,tag =<*>,pkg =<*>,id =<*>",12
36,closeQs,12
37,isMusicActive...,12
38,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>",11
39,resumeSuspendedAutohide,10
40,playSoundEffect effectType: <*>,10
41,"overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>",9
42,instantCollapse,9
43,getLastAudibleStreamVolume treamType: <*>,9
44,"animateCollapsePanels:flags=<*>, force=<*>, delayed=<*>, mExpandedVisible=<*>",8
45,getRecentTasks: topActivity=ComponentInfo{com.tencent.mobileqq/com.tencent.mobileqq.activity.SplashActivity},8
46,"cancelNotificationWithTag pid <*>,uid = <*>,tag = <*>,pkg =<*>,id =<*>",8
47,"Acquiring suspend blocker ""PowerManagerService.WakeLocks""",7
48,"Skipping, withExcluded: <*>, tr.intent:Intent { act=<*> dat=<*> typ=<*> flg=<*> cmp=<*> (has extras) }",7
49,"updateLightsLocked,mInCall =<*>,mScreenOn = <*>,ledNotification == <*>",6
50,"updateLightsLocked,turn off notificationLight",6
51,logNotificationVisibilityChanges runInThread start,6
52,onNotificationVisibilityChanged called,6
53,logNotificationVisibilityChanges runInThread over,6
54,The change in focus caused us to need to do a layout begin,6
55,The change in focus caused us to need to do a layout end,6
56,cleanUpApplicationRecord -- <*>,6
57,"cleanUpApplicationRecordLocked, pid: <*>, restart: <*>",6
58,"cleanUpApplicationRecordLocked, reset pid: <*>, euid: <*>",6
59,stopWifiDisplayScanLocked record.mWifiDisplayScanRequested=<*>,6
60,stopWifiDisplayScanLocked mWifiDisplayScanRequestCount=<*>,6
61,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",6
62,mVisiblity.getValue is <*>,5
63,"Skipping, withExcluded: <*>, tr.intent:Intent { act=<*> dat=<*> flg=<*> cmp=<*> (has extras) }",5
64,getNeighboringCellInfo calling app is <*>,4
65,"overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():{getLocationOnScreen()}",4
66,"onInterceptTouchEvent MotionEvent { action=<*>, actionButton=<*>, id[<*>]={id[<*>]}, x[<*>]={x[<*>]}, y[<*>]={y[<*>]}, toolType[<*>]={toolType[<*>]}, buttonState=<*>, metaState=<*>, flags=<*>, edgeFlags=<*>, pointerCount=<*>, historySize=<*>, eventTime=<*>, downTime=<*>, deviceId=<*>, source=<*> }, mBlockTouches=<*>",4
67,"Taking screenshot from Surface with crop:[<*>], width:[<*>], height:[<*>], minLayer:[<*>], maxLayer:[<*>], inRotation:[<*>], rot:[<*>]",4
68,makeExpandedInvisible: mExpandedVisible=<*>,4
69,"ActivityManagerService,attachApplication,callingPid = <*>",4
70,received broadcast <*>,4
71,mHeadsUpExistenceChangedRunnable,4
72,getRecentTasks: topActivity=ComponentInfo{com.example.android.notepad/com.example.android.notepad.NoteEditor},4
73,"rotationForOrientationLw(orient=<*>, last=<*>); user=<*> USER_ROTATION_LOCKED",3
74,"Application requested orientation <*>, got rotation <*> which has compatible metrics",3
75,disable: < expand {ICONS*} alerts {SYSTEM_INFO*} back home recent clock navigationbar search quick_settings >,3
76,registerCallback not in UI.,3
77,android.util.AndroidRuntimeException: Must execute in UI,3
78,scheduleTimeTickEvent triggerAtTime = <*>,3
79,handleTimeUpdate,3
80,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",3
81,getRingerMode...,3
82,getAllCellInfo is blocked by permission manager . callingPackage = <*>,3
83,Skipping AppWindowToken{token=<*> <*> -- going to hide,2
84,Skipping AppWindowToken{9f4ef63 token=Token{a64f992 ActivityRecord{de9231d u0 com.tencent.qt.qtl/.activity.info.NewsDetailXmlActivity t761}}} -- going to hide,2
