,EventTemplate,Occurrences
0,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost},118
1,check pass; user {status},89
2,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost}  user={username},345
3,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},3
4,session opened for user {username} by (uid={uid}),122
5,session closed for user {username},123
6,ALERT exited abnormally with [{value}],43
7,check pass; user unknown,27
8,connection from {ip_address} ({hostname}) at {timestamp},174
9,connection from {ip} ({hostname}) at {timestamp},118
10,User unknown timed out after {timeout} seconds at {timestamp},1
11,cupsd shutdown succeeded,3
12,cupsd startup succeeded,2
13,{action}.,5
14,connection from {ip} () at {timestamp},151
15,connection from {ip} () at {day} {month} {date} {time} {year},49
16,connection from {ip_address} () at {timestamp},338
17,Received SNMP packet(s) from {source_ip},1
18,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={username},22
19,connection from {ip} () at {date},29
20,connection from {ip} ({extra_info}) at {day} {month} {date} {time} {year},1
21,connection from {ip} ({details}) at {timestamp},9
22,authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost}  user={user},2
23,connection from {ip} ({extra_info}) at {timestamp},2
24,{service} startup succeeded,6
25,restart.,2
26,connection from {ip} ({}) at {timestamp},5
27,Authentication failed from {source_ip} ({source_ip}): Permission denied in replay cache code,8
28,{action} authentication failed,16
29,{authentication_type} authentication failed,7
30,Authentication failed from {source_ip} ({source_ip}): {reason},15
31,connection from {ip_address} () at {day} {month} {date} {time} {year},13
32,check pass; user {username},1
33,connection from {ip} ({details}) at {day} {month} {date} {time} {year},4
34,connection from {ip_address} ({additional_info}) at {day} {month} {date} {time} {year},1
35,connection from {ip} ({}) at {day} {month} {date} {time} {year},5
36,connection from {ip} ({additional_info}) at {day} {month} {date} {time} {year},1
37,connection from {ip_address} ({additional_info}) at {timestamp},2
38,*** info [{source}({line})]:,1
39,{device}: Auto-detected {description},1
40,session opened for user {username} by LOGIN(uid={uid}),1
41,{username} LOGIN ON {terminal},1
42,removing device node '{device}',4
43,creating device node '{device}',4
44,connection from {ip} ({additional_info}) at {timestamp},3
45,{service} shutdown succeeded,3
46,{message},1
47,connection from {ip} ({details}) at {date},2
48,"ANONYMOUS FTP LOGIN FROM {ip},  ({username})",2
49,connection from {ip} ({extra}) at {date},1
50,connection from {ip} () at {day} {time} {year},1
51,notify {action} section contains no {record_type},6
52,notify {action} section contains no {type},2
53,notify question section contains no SOA,4
54,notify {section} contains no SOA,4
55,{function} ({service}): {error},2
56,warning: can't get client address: {error_message},1
57,getpeername ({process}): {error_message},2
58,warning: {reason}: {error},1
59,syslogd startup succeeded,1
60,"{program} {version}, log source = {source} started.",1
61,Linux version {version} ({compiler}) (gcc version {gcc_version}) #1 {timestamp},1
62,{bios}-provided physical RAM map:,1
63,BIOS-e820: {start} - {end} (usable),1
