,EventTemplate,Occurrences
0,connection from <*> () at <*>,518
1,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,372
2,connection from <*> (<*>) at <*>,316
3,session closed for user <*>,123
4,session opened for user <*> by (uid=<*>),122
5,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>,118
6,check pass; user <*>,90
7,connection from <*> () at <*> <*> <*> <*> <*>,62
8,ALERT exited abnormally with [<*>],43
9,check pass; user unknown,27
10,<*> authentication failed,23
11,Authentication failed from <*> (<*>): <*>,15
12,connection from <*> (<*>) at <*> <*> <*> <*> <*>,12
13,<*> startup succeeded,10
14,Authentication failed from <*> (<*>): Permission denied in replay cache code,8
15,notify <*> section contains no <*>,8
16,<*>.,5
17,removing device node '<*>',4
18,creating device node '<*>',4
19,notify question section contains no SOA,4
20,notify <*> contains no SOA,4
21,cupsd shutdown succeeded,3
22,<*> shutdown succeeded,3
23,BIOS-e820: <*> - <*> (reserved),3
24,<*>: <*>,3
25,cupsd startup succeeded,2
26,restart.,2
27,<*>,2
28,"ANONYMOUS FTP LOGIN FROM <*>, (<*>)",2
29,<*> (<*>): <*>,2
30,getpeername (<*>): <*>,2
31,<*>: registered new driver <*>,2
32,User unknown timed out after <*> seconds at <*>,1
33,Received SNMP packet(s) from <*>,1
34,*** info [<*>(<*>)]:,1
35,<*>: Auto-detected <*>,1
36,session opened for user <*> by LOGIN(uid=<*>),1
37,<*> LOGIN ON <*>,1
38,connection from <*> () at <*> <*> <*>,1
39,warning: can't get client address: <*>,1
40,warning: <*>: <*>,1
41,syslogd startup succeeded,1
42,"<*> <*>, log source = <*> started.",1
43,Linux version <*> (<*>) (gcc version <*>) #<*> <*>,1
44,<*>-provided physical RAM map:,1
45,BIOS-e820: <*> - <*> (usable),1
46,BIOS-e820: <*> - <*> (<*>),1
47,0MB HIGHMEM available.,1
48,<*> LOWMEM available.,1
49,zapping low mappings.,1
50,On node <*> totalpages: <*>,1
51,"DMA zone: <*> pages, LIFO batch:<*>",1
52,"Normal zone: <*> pages, LIFO batch:<*>",1
53,"<*> zone: <*> pages, LIFO batch:<*>",1
54,<*> <*> present.,1
55,You can enable it with <*>,1
56,Built <*> zonelists,1
57,Kernel command line: <*> <*>=<*>/<*> <*> <*>,1
58,mapped <*>/<*> trampoline to <*>.,1
59,Initializing CPU#<*>,1
60,"CPU <*> irqstacks, hard=<*> soft=<*>",1
61,PID hash table entries: <*> (order <*>: <*> bytes),1
62,Detected <*> MHz processor.,1
63,Version <*> Starting,1
64,Using <*> for <*>,1
65,Console: colour <*> <*>,1
66,"Memory: <*> available (<*> kernel code, <*> reserved, <*> data, <*> init, <*> highmem)",1
67,Calibrating delay loop... <*> BogoMIPS,1
68,<*> <*> initialized,1
69,SELinux: <*>.,1
70,SELinux: Starting in permissive mode,1
71,"There is already a <*> initialized, <*> failed.",1
72,<*> registering capabilities with the kernel,1
73,selinux_register_security: Registering secondary module capability,1
74,Capability LSM initialized,1
75,rpc.idmapd startup succeeded,1
76,"Dentry cache hash table entries: <*> (order: <*>, <*> bytes)",1
77,"Inode-cache hash table entries: <*> (order: <*>, <*> bytes)",1
78,"Mount-cache hash table entries: <*> (order: <*>, <*> bytes)",1
79,"CPU: L1 I cache: <*>, L1 D cache: <*>",1
80,CPU: L2 cache: <*>,1
81,<*> machine check architecture supported.,1
82,<*> machine check reporting enabled on <*>#<*>.,1
83,CPU: <*> <*> (stepping <*>),1
84,Enabling fast FPU save and restore... done.,1
85,Enabling unmasked SIMD FPU exception support... <*>.,1
86,Checking '<*>' instruction... <*>.,1
87,Initializing random number generator: <*>,1
88,<*> testing by <*>,1
89,NET: Registered protocol family <*>,1
90,"PCI: PCI BIOS revision <*> entry at <*>, last bus=<*>",1
91,PCI: Using configuration type <*>,1
92,mtrr: <*> (<*>),1
93,ACPI: Subsystem revision <*>,1
94,<*> Plug and Play Support <*> (c) <*>,1
95,Starting pcmcia: <*>,1
96,ACPI: ACPI tables contain no PCI IRQ routing entries,1
97,<*>: Probing <*> hardware,1
98,PCI: Probing PCI hardware (bus <*>),1
99,Transparent bridge - <*>,1
100,PCI: Using IRQ router <*> [<*>/<*>] at <*>,1
101,apm: BIOS version <*> Flags <*> (Driver version <*>),1
102,audit: initializing netlink socket (disabled),1
103,kernel.core_uses_pid = <*>,1
104,HCI daemon ver <*> started,1
105,audit(<*>): initialized,1
106,Setting network parameters: <*>,1
107,<*> <*> started,1
108,"Total HugeTLB memory allocated, <*>",1
109,Bringing up loopback interface: <*>,1
110,VFS: Disk quotas <*>,1
111,"Dquot-cache hash table entries: <*> (order <*>, <*> bytes)",1
112,<*>: Registering netfilter hooks,1
113,<*> Cryptographic API,1
114,<*>: <*> <*> version: <*>,1
115,<*>: Scanning for PnP cards...,1
116,<*> <*>,1
117,Linux agpgart interface <*> (c) <*>,1
