,EventTemplate,Occurrences
0,"
{host} open through proxy {proxy_server} {protocol}
",105
1,{host} open through proxy {proxy_server} HTTPS,204
2,"{host} close, {sent_bytes} bytes sent, {received_bytes} bytes received, lifetime {lifetime}",64
3,{host} open through proxy {proxy_server} {protocol},578
4,"proxy.cse.cuhk.edu.hk:5070 close, {sent_bytes} bytes sent, {received_bytes} bytes received, lifetime <{lifetime} sec>",25
5,"
{host} open through proxy {proxy_server} HTTPS
",12
6,"{host} close, {sent_bytes} bytes sent, {received_bytes} bytes ({received_kb} KB) received, lifetime <{lifetime} sec>",8
7,"proxy.cse.cuhk.edu.hk:5070 close, {sent_bytes} bytes sent, {received_bytes} bytes ({received_kb} KB) received, lifetime <{lifetime} sec>",16
8,"proxy.cse.cuhk.edu.hk:5070 close, {sent_bytes} bytes ({sent_kb} KB) sent, {received_bytes} bytes ({received_kb} KB) received, lifetime {lifetime}",56
9,"proxy.cse.cuhk.edu.hk:5070 close, {sent} bytes sent, {received} bytes received, lifetime <{lifetime} sec>",16
10,"proxy.cse.cuhk.edu.hk:5070 close, {sent_bytes} bytes ({sent_kb} KB) sent, {received_bytes} bytes received, lifetime <{lifetime} sec}",3
11,"{host} close, {sent_bytes} bytes ({sent_kb} KB) sent, {received_bytes} bytes received, lifetime <1 sec",9
12,"
{host} close, {sent_bytes} bytes sent, {received_bytes} bytes ({received_kb} KB) received, lifetime {lifetime}
",4
13,"proxy.cse.cuhk.edu.hk:5070 close, {sent_bytes} bytes sent, {received_bytes} bytes received, lifetime {lifetime}",33
14,"proxy.cse.cuhk.edu.hk:5070 close, {sent_bytes} bytes ({sent_kb} KB) sent, {received_bytes} bytes received, lifetime <{lifetime} sec>",16
15,"{host} close, {sent_bytes} bytes ({sent_kb} KB) sent, {received_bytes} bytes ({received_kb} KB) received, lifetime {lifetime}",67
16,"proxy.cse.cuhk.edu.hk:5070 close, {sent_bytes} bytes ({sent_kb} KB) sent, {received_bytes} bytes received, lifetime {lifetime}",37
17,"{host} close, {sent_bytes} bytes ({sent_kb} KB) sent, {received_bytes} bytes ({received_kb} KB) received, lifetime <{lifetime} sec>",5
18,"{host} close, {sent_bytes} bytes sent, {received_bytes} bytes ({received_kb} KB) received, lifetime {lifetime}",22
19,"proxy.cse.cuhk.edu.hk:5070 close, {sent_bytes} bytes ({sent_kb} KB) sent, {received_bytes} bytes ({received_kb} KB) received, lifetime <{lifetime} sec>",13
20,"{host} close, {sent_bytes} bytes ({sent_kb} KB) sent, {received_bytes} bytes ({received_kb} KB) received, lifetime <1 sec",6
21,"{host} close, {sent_bytes} bytes ({sent_kb} KB) sent, {received_bytes} bytes ({received_kb} KB) received, lifetime <{lifetime} sec}",1
22,"{host} close, {sent_bytes} bytes sent, {received_bytes} bytes received, lifetime <{lifetime} sec>",19
23,"proxy.cse.cuhk.edu.hk:5070 close, {sent} bytes sent, {received} bytes received, lifetime {lifetime}",26
24,"{host} close, {sent_bytes} bytes ({sent_kb} KB) sent, {received_bytes} bytes received, lifetime {lifetime}",24
25,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,6
26,"
{host} close, {sent_bytes} bytes ({sent_kb} KB) sent, {received_bytes} bytes ({received_kb} KB) received, lifetime {lifetime}
",6
27,"proxy.cse.cuhk.edu.hk:5070 close, {sent_bytes} bytes sent, {received_bytes} bytes ({received_kb} KB) received, lifetime {lifetime}",22
28,"{host} close, {bytes_sent} bytes sent, {bytes_received} bytes received, lifetime <{lifetime} sec>",3
29,{ip_address} open through proxy {host} SOCKS5,2
30,"{host} close, {sent_bytes} bytes ({sent_kb} KB) sent, {received_bytes} bytes ({received_mb} MB) received, lifetime {lifetime}",4
31," {host}:{port} close, {sent_bytes} bytes sent, {received_bytes} bytes received, lifetime <{lifetime} sec}",18
32,"{host}:{port} close, {sent_bytes} bytes sent, {received_bytes} bytes received, lifetime <{lifetime} sec>",8
33,{host} error : A connection request was canceled before the completion.,6
34,{host} error : Could not connect through proxy {proxy_server} - Proxy closed the connection unexpectedly.,2
35,"{host} close, {bytes_sent} bytes sent, {bytes_received} bytes ({kb_received} KB) received, lifetime {lifetime}",3
